CRN,Fac ID,Lname,Fname,Minitial,Position,Subject,Course,Section,Title,Campus,Active or Cncld,LEC or Oth,Crse Del Type,Session,Credits,WLF,Bud Code,Contact Hrs,Days,Beg Time,End Time,Seats CAP,Enroll,Waitlist Capacity,Waitlist Actual,Bldg,Rm,Xlist,UT Email,Message
40324,,,,,,CS,1410,01,Object Oriented Programming,A01,A,LEC,P,1,3,3,BA,,MWF,0900,0950,32,0,15,0,SMITH,109,,,
41545,,,,,,CS,1410,02,Object Oriented Programming,A01,A,LEC,P,1,3,3,BA,,MWF,1000,1050,35,0,15,0,SMITH,116,,,
42331,,,,,,CS,2100,01,Discrete Structures,A01,A,LEC,P,1,3,3,BA,,MWF,1100,1150,36,0,20,0,SMITH,116,,,
40119,,,,,,CS,2420,01,Introduction to Algorithms and Data Structures,A01,A,LEC,P,1,3,3,BA,,MW,1500,1615,36,0,15,0,SMITH,116,,,
40760,,,,,,CS,2420,02,Introduction to Algorithms and Data Structures,A01,A,LEC,P,1,3,3,BA,,TR,1500,1615,36,0,15,0,SMITH,116,,,
40612,,,,,,CS,2450,01,Software Engineering,A01,A,LEC,P,1,3,3,BA,,MWF,1000,1050,31,0,15,0,SMITH,107,,,
42194,,,,,,CS,2450,02,Software Engineering,A01,A,LEC,P,1,3,3,BA,,MWF,0900,0950,32,0,15,0,SMITH,107,,,
42072,,,,,,CS,2500,01,Data Wrangling,A01,A,LEC,P,1,3,3,BA,,MW,1330,1445,32,0,15,0,SMITH,108,,,
40770,,,,,,CS,2810,01,Computer Organization and Architecture,A01,A,LEC,P,1,3,3,BA,,TR,1330,1445,32,0,15,0,SMITH,109,,,
41917,,,,,,CS,2810,02,Computer Organization and Architecture,A01,A,LEC,P,1,3,3,BA,,TR,1200,1315,32,0,15,0,SMITH,109,,,
40295,,,,,,CS,3005,01,Programming in C++,A01,A,LEC,P,1,3,3,BA,,MW,1200,1315,36,0,15,0,SMITH,117,,,
42603,,,,,,CS,3150,01,Computer Networks,A01,A,LEC,P,1,3,3,BA,,MWF,1100,1150,32,0,15,0,SMITH,109,,,
41279,,,,,,CS,3400,01,Operating Systems,A01,A,LEC,P,1,3,3,BA,,MW,1200,1315,32,0,15,0,SMITH,109,,,
40460,,,,,,CS,3500,01,Game Development,A01,A,LEC,P,1,3,3,BA,,MWF,1000,1050,24,0,15,0,SMITH,113,,,
40634,,,,,,CS,3520,01,Programming Languages,A01,A,LEC,P,1,3,3,BA,,MW,1330,1445,32,0,15,0,SMITH,109,,,
40543,,,,,,CS,3530,01,Computational Theory,A01,A,LEC,P,1,3,3,BA,,TR,1330,1445,36,0,15,0,SMITH,116,,,
40118,,,,,,CS,4300,01,Artificial Intelligence,A01,A,LEC,P,1,3,3,BA,,TR,1200,1315,36,0,15,0,SMITH,116,,,
42604,,,,,,CS,4410,01,Data Visualization,A01,A,LEC,P,1,3,3,BA,,TR,1500,1615,36,0,20,0,SMITH,117,,,
41772,,,,,,CS,4800R,01,Undergraduate Research,A01,A,INV,P,1,1,0,BA,,,,,10,0,0,0,,,,,
43441,,,,,,CS,4800R,01B,Undergraduate Research,A01,A,INV,P,7,1,0,BA,,,,,5,0,0,0,,,,,
40544,,,,,,CS,4991R,50,Competitive Programming,A01,A,LEC,P,1,0.5,0.5,BA,,R,1900,1950,36,0,15,0,SMITH,116,,,
41773,,,,,,CS,4992R,01,Computer Science Seminar,A01,A,LEC,P,1,1,1,BA,,F,1300,1350,32,0,15,0,SMITH,109,,,
43371,,,,,,CS,6300,50,Principles of Artificial Intelligence,A01,A,LEC,P,1,3,3,BA,,M,1800,2030,20,0,0,0,SMITH,116,,,
43372,,,,,,CS,6350,01,Artificial Intelligence and Machine Learning Project 1,A01,A,INV,P,1,3,0,BA,,,,,10,0,0,0,,,,,
43373,,,,,,CS,6350,02,Artificial Intelligence and Machine Learning Project 1,A01,A,INV,P,1,3,0,BA,,,,,10,0,0,0,,,,,
40771,,,,,,DES,1100,01,Intro to Digital Design,A01,A,LEC,P,1,3,3,BA,,MWF,1000,1050,23,0,15,0,SMITH,112,,,
40873,,,,,,DES,1100,02,Intro to Digital Design,A01,A,LEC,P,1,3,3,BA,,MW,1200,1315,32,0,25,0,SMITH,108,,,
42059,,,,,,DES,1100,04,Intro to Digital Design,V01,A,LEC,V,1,3,3,BA,,MW,1200,1315,40,0,10,0,VIRT,,,,
41484,,,,,,DES,1100,40,Intro to Digital Design,O01,A,LEC,I,1,3,3,BA,,,,,22,0,25,0,ONLINE,,,,"ONLINE COURSE. You are expected to log into your online course(s) within the first three days of the term, or you may be withdrawn.  To log in, go to canvas.utahtech.edu and follow the log in instructions.  After logging in, click on 'Courses' from the side menu to access your enrolled course(s).  Follow instructions provided by your instructor on the course landing page or syllabus.  For support and additional information, please visit online.utahtech.edu.  Online Delivery Fee: $30/credit."
41705,,,,,,DES,1100,80J,Intro to Digital Design,C01,A,LEC,P,Y,3,3,SF,,,,,50,0,0,0,,,,,
41038,,,,,,DES,1100,81J,Intro to Digital Design,C02,A,LEC,P,Y,3,3,SF,,,,,30,0,0,0,,,,,
42178,,,,,,DES,1100,82J,Intro to Digital Design,C04,A,LEC,P,Y,3,3,SF,,,,,30,0,0,0,,,,,
41753,,,,,,DES,1100,83J,Intro to Digital Design,C03,A,LEC,P,Y,3,3,SF,,,,,30,0,0,0,,,,,
41961,,,,,,DES,1100,85J,Intro to Digital Design,C22,A,LEC,P,Y,3,3,SF,,,,,30,0,0,0,,,,,
43307,,,,,,DES,1100,86J,Intro to Digital Design,C30,A,LEC,P,CE,3,3,SF,,,,,40,0,0,0,,,,,
41547,,,,,,DES,1200,01,Image Making,A01,A,LEC,P,1,3,3,BA,,MW,1330,1445,24,0,24,0,SMITH,127,,,
41548,,,,,,DES,1200,02,Image Making,A01,A,LEC,P,1,3,3,BA,,TR,1630,1745,22,0,24,0,SMITH,127,,,
41726,,,,,,DES,1200,03,Image Making,V01,A,LEC,V,1,3,3,BA,,TR,1330,1445,37,0,25,0,VIRT,,,,
40546,,,,,,DES,1300,02,Design I,A01,A,LEC,P,1,3,3,BA,,TR,0900,1015,22,0,10,0,SMITH,114,,,
43029,,,,,,DES,1300,86J,Design I,C30,A,LEC,P,CE,3,3,SF,,,,,60,0,0,0,,,,,
42771,,,,,,DES,1600,01,Intro to 3-D Visualization,A01,A,LEC,P,1,3,3,BA,,MWF,0900,0950,24,0,10,0,SMITH,112,,,
41691,,,,,,DES,1610,50,Screen Printing,C03,A,LEC,P,1,3,3,BA,,R,1800,2030,9,0,10,0,,,,,
40642,,,,,,DES,1610,80J,Screen Printing,C01,A,LEC,P,Y,3,3,SF,,,,,50,0,0,0,,,,,
41756,,,,,,DES,1610,81J,Screen Printing,C02,A,LEC,P,Y,3,3,SF,,,,,30,0,0,0,,,,,
40731,,,,,,DES,1610,82J,Screen Printing,C04,A,LEC,P,Y,3,3,SF,,,,,50,0,0,0,,,,,
40643,,,,,,DES,1610,83J,Screen Printing,C03,A,LEC,P,Y,3,3,SF,,,,,50,0,0,0,,,,,
41962,,,,,,DES,1610,85J,Screen Printing,C22,A,LEC,P,Y,3,3,SF,,,,,50,0,0,0,,,,,
41281,,,,,,DES,2100,02,Design Thinking,A01,A,LEC,P,1,3,3,BA,,MW,1330,1445,47,0,20,0,SET,524,,,
41549,,,,,,DES,2100,04,Design Thinking,V01,A,LEC,V,1,3,3,BA,,TR,1200,1315,37,0,25,0,VIRT,,,,
43030,,,,,,DES,2100,86J,Design Thinking,C30,A,LEC,P,CE,3,3,SF,,,,,40,0,0,0,,,,,
41794,,,,,,DES,2200,02,Photography for Design,A01,A,LEC,P,1,3,3,BA,,TR,1200,1315,23,0,24,0,SMITH,114,,,
40814,,,,,,DES,2300,01,Design II,A01,A,LEC,P,1,3,3,BA,,TR,1330,1445,24,0,24,0,SMITH,127,,,
40613,,,,,,DES,2710,01,Typography I,A01,A,LEC,P,1,3,3,BA,,MW,1500,1615,24,0,24,0,SMITH,127,,,
41725,,,,,,DES,2710,03,Typography I,V01,A,LEC,V,1,3,3,BA,,TR,1330,1445,39,0,25,0,VIRT,,,,
42462,,,,,,DES,2710,86J,Typography I,C30,A,LEC,P,CE,3,3,SF,,,,,30,0,0,0,,,,,
41795,,,,,,DES,2780,01,Making and Materials,A01,A,LEC,P,1,3,3,BA,,MW,1630,1745,24,0,24,0,SMITH,127,,,
41080,,,,,,DES,3000,01,Design III,A01,A,LEC,P,1,3,3,BA,,TR,0900,1015,24,0,24,0,SMITH,127,,,
42003,,,,,,DES,3300,01,Motion Graphics I,A01,A,LEC,P,1,3,3,BA,,TR,1330,1445,24,0,10,0,SMITH,112,,,
42772,,,,,,DES,3610,40,Portfolio Development I,O01,A,SGP,I,1,1,0,BA,,,,,24,0,10,0,ONLINE,,,,"ONLINE COURSE. You are expected to log into your online course(s) within the first three days of the term, or you may be withdrawn.  To log in, go to canvas.utahtech.edu and follow the log in instructions.  After logging in, click on 'Courses' from the side menu to access your enrolled course(s).  Follow instructions provided by your instructor on the course landing page or syllabus.  For support and additional information, please visit online.utahtech.edu.  Online Delivery Fee: $30/credit."
40547,,,,,,DES,3710,01,Typography II,A01,A,LEC,P,1,3,3,BA,,TR,1030,1145,24,0,24,0,SMITH,127,,,
40548,,,,,,DES,3800,01,Branding,A01,A,LEC,P,1,3,3,BA,,MWF,1000,1050,24,0,24,0,SMITH,127,,,
42773,,,,,,DES,4610,40,Portfolio Development II,O01,A,SGP,I,1,2,0,BA,,,,,24,0,10,0,ONLINE,,,,"ONLINE COURSE. You are expected to log into your online course(s) within the first three days of the term, or you may be withdrawn.  To log in, go to canvas.utahtech.edu and follow the log in instructions.  After logging in, click on 'Courses' from the side menu to access your enrolled course(s).  Follow instructions provided by your instructor on the course landing page or syllabus.  For support and additional information, please visit online.utahtech.edu.  Online Delivery Fee: $30/credit."
41796,,,,,,DES,4650,01,Publication Design,A01,A,LEC,P,1,3,3,BA,,MW,1200,1315,24,0,24,0,SMITH,127,,,
42959,,,,,,DES,4650,02,Publication Design,A01,A,LEC,P,1,3,3,BA,,TR,1330,1445,24,0,10,0,SMITH,113,,,
42532,,,,,,DES,4900R,01,Independent Research,A01,A,INV,P,1,1,0,BA,,,,,0,0,0,0,,,,,
42004,,,,,,DES,4920,01,Internship,A01,A,INT,P,1,3,0,BA,,,,,10,0,10,0,,,,,
42774,,,,,,DES,4990,01,Special Topics in Design,A01,A,LEC,P,1,0.5,0,BA,1,F,1200,1450,10,0,0,0,SET,412,,,
42391,,,,,,ECE,1200,01,Intro to Microcontrollers,A01,A,LBC,P,1,1,2,BA,,M,1500,1650,12,0,0,0,SET,101,,,
43041,,,,,,ECE,1200,50,Intro to Microcontrollers,A01,A,LBC,P,1,1,2,BA,,M,1700,1850,12,0,0,0,SET,101,,,
41438,,,,,,ECE,2700,01,Digital Circuits,A01,A,LEC,P,1,3,3,BA,,MWF,1100,1150,36,0,10,0,SET,104,,,
41439,,,,,,ECE,2705,01,Digital Circuits Lab,A01,A,LBC,P,1,1,2,BA,,W,1500,1650,12,0,0,0,SET,101,,,
42080,,,,,,ECE,2705,02,Digital Circuits Lab,A01,A,LBC,P,1,1,2,BA,,W,1700,1850,12,0,0,0,SET,101,,,
43042,,,,,,ECE,2705,03,Digital Circuits Lab,A01,A,LBC,P,1,1,2,BA,,W,1300,1450,12,0,0,0,SET,101,,,
41615,,,,,,ECE,3300,01,Electromagnetics & Transmission Lines,A01,A,LEC,P,1,3,3,BA,,TR,1500,1615,36,0,10,0,SET,104,,,
41616,,,,,,ECE,3305,01,Electromagnetics & Transmission Lines Lab,A01,A,LBC,P,1,1,2,BA,,M,1000,1150,12,0,10,0,SET,101,,,
41617,,,,,,ECE,3730,01,Embedded Systems I,A01,A,LEC,P,1,3,3,BA,,TR,1630,1745,36,0,10,0,SET,104,,,
41618,,,,,,ECE,3735,01,Embedded Systems I Lab,A01,A,LBC,P,1,1,2,BA,,F,1500,1650,12,0,10,0,SET,101,,,
42208,,,,,,ECE,4000,01,EE Product Design I,A01,A,SGP,P,1,3,0,BA,,MWF,1330,1620,6,0,10,0,SET,219,,,
42804,,,,,,ECE,4005,01,CE Product Design I,A01,A,SGP,P,1,3,0,BA,,MWF,1330,1620,6,0,0,0,SET,219,,,
42347,,,,,,ECE,4100,01,Circuits II,A01,A,LEC,P,1,4,4,BA,,TR,1200,1315,10,0,10,0,SET,523,,,
42347,,,,,,ECE,4100,01,Circuits II,A01,A,LEC,P,1,4,4,BA,,F,0800,0950,10,0,10,0,SET,101,,,
42348,,,,,,ECE,4200,01,Modern Controls,A01,A,LEC,P,1,3,3,BA,,TR,1500,1615,10,0,10,0,SET,523,,,
42616,,,,,,ECE,4300,01,Antenna & RF Engineering,A01,A,LEC,P,1,4,4,BA,,F,1000,1150,10,0,10,0,SET,101,,,
42616,,,,,,ECE,4300,01,Antenna & RF Engineering,A01,A,LEC,P,1,4,4,BA,,MW,1200,1315,10,0,10,0,SET,523,,,
41766,,,,,,ECE,4800R,01,Independent Research,A01,A,INV,P,1,1,0,BA,,,,,5,0,0,0,,,,,
43412,,,,,,ECE,4800R,04,Independent Research,A01,A,INV,P,1,1,0,BA,3,,,,5,0,0,0,,,,,
42081,,,,,,ENGR,2050,01,Fundamentals of Engineering Mathematics,A01,A,LEC,P,1,3,3,BA,,MWF,0900,0950,32,0,10,0,SET,219,,,
40505,,,,,,ENVS,1010,01,Intro to Environmental Science (PS),A01,A,LEC,P,1,3,3,BA,,TR,1200,1315,23,0,10,0,SET,527,,,
40780,,,,,,ENVS,1010,04,Intro to Environmental Science (PS),A01,A,LEC,P,1,3,3,BA,,TR,1500,1615,40,0,10,0,SET,201,,,
42596,,,,,,ENVS,1010,40,Intro to Environmental Science (PS),O01,A,LEC,I,1,3,3,BA,,,,,40,0,20,0,ONLINE,,,,"ONLINE COURSE. You are expected to log into your online course(s) within the first three days of the term, or you may be withdrawn.  To log in, go to canvas.utahtech.edu and follow the log in instructions.  After logging in, click on 'Courses' from the side menu to access your enrolled course(s).  Follow instructions provided by your instructor on the course landing page or syllabus.  For support and additional information, please visit online.utahtech.edu.  Online Delivery Fee: $30/credit."
42000,,,,,,ENVS,1099,01,Environmental Science Recitation for Majors,A01,A,LEC,P,1,1,1,BA,,F,1000,1050,40,0,10,0,SET,524,,,
41537,,,,,,ENVS,1210,01,Principles of Environmental Science,A01,A,LEC,P,1,3,3,BA,,MW,1200,1315,40,0,15,0,SNOW,128,,,
41390,,,,,,ENVS,1215,01,Principles of  Environmental Science Laboratory,A01,A,LBC,P,1,1,3,BA,,M,1400,1650,24,0,10,0,SET,526,,,Two Friday half-day field trips are required. Dates to be determined.
41391,,,,,,ENVS,1215,02,Principles of  Environmental Science Laboratory,A01,A,LBC,P,1,1,3,BA,,R,1400,1650,24,0,10,0,SET,526,,,Two Friday half-day field trips are required. Dates to be determined.
41690,,,,,,ENVS,2990R,01,Career Seminar in Environmental Science,A01,A,LEC,P,1,1,1,BA,,F,1200,1250,12,0,0,0,SET,527,,,
42076,,,,,,ENVS,4099R,01,Special Topics in Environmental Science,A01,A,LEC,P,1,1,0,BA,3,MW,1200,1315,20,0,10,0,SET,408,,,
42057,,,,,,ENVS,4800R,01,Independent Research,A01,A,INV,P,1,1,0,BA,,,,,5,0,0,0,,,,,
42075,,,,,,ENVS,4800R,02,Independent Research,A01,A,INV,P,1,1,0,BA,,,,,8,0,0,0,,,,,
42176,,,,,,ENVS,4800R,03,Independent Research,A01,A,INV,P,1,1,0,BA,,,,,5,0,0,0,,,,,
42597,,,,,,GEO,1010,02,Introduction to Geology (PS),A01,A,LEC,P,1,3,3,BA,,MW,1200,1315,0,0,0,0,SET,524,,,
40155,,,,,,GEO,1010,04H,Introduction to Geology (PS),B80,A,LEC,P,1,3,3,BA,,TR,0945,1100,17,0,10,0,HURCTR,117,,,
40598,,,,,,GEO,1010,40,Introduction to Geology (PS),O01,A,LEC,I,1,3,3,BA,,,,,40,0,10,0,ONLINE,,,,"ONLINE COURSE. You are expected to log into your online course(s) within the first three days of the term, or you may be withdrawn.  To log in, go to canvas.utahtech.edu and follow the log in instructions.  After logging in, click on 'Courses' from the side menu to access your enrolled course(s).  Follow instructions provided by your instructor on the course landing page or syllabus.  For support and additional information, please visit online.utahtech.edu.  Online Delivery Fee: $30/credit."
42330,,,,,,GEO,1010,41,Introduction to Geology (PS),O01,A,LEC,I,1,3,3,BA,,,,,38,0,10,0,ONLINE,,,,"ONLINE COURSE. You are expected to log into your online course(s) within the first three days of the term, or you may be withdrawn.  To log in, go to canvas.utahtech.edu and follow the log in instructions.  After logging in, click on 'Courses' from the side menu to access your enrolled course(s).  Follow instructions provided by your instructor on the course landing page or syllabus.  For support and additional information, please visit online.utahtech.edu.  Online Delivery Fee: $30/credit."
42329,,,,,,GEO,1010,50,Introduction to Geology (PS),A01,A,LEC,P,1,3,3,BA,,TR,1700,1815,46,0,10,0,SET,524,,,
42479,,,,,,GEO,1010,U8J,Introduction to Geology (PS),C21,A,LEC,I,CE,3,3,SF,,,,,50,0,0,0,,,,,
42710,,,,,,GEO,1070,01,Deserts: Natural Hazards and Resources,A01,A,LEC,P,1,3,3,BA,,TR,0730,0850,40,0,20,0,SET,524,,,
42598,,,,,,GEO,1080,01,Introduction to Oceanography (PS),A01,A,LEC,P,1,3,3,BA,,TR,1200,1315,24,0,10,0,SET,526,,,
40191,,,,,,GEO,1110,01,Physical Geology (PS),A01,A,LEC,P,1,3,3,BA,3,TR,1500,1615,40,0,0,0,SET,524,,,
40192,,,,,,GEO,1115,01,Physical Geology Lab,A01,A,LBC,P,1,1,4,BA,,W,1600,1850,20,0,10,0,SET,522,,,
41496,,,,,,GEO,1115,02,Physical Geology Lab,A01,A,LBC,P,1,1,4,BA,,W,1300,1550,20,0,10,0,SET,522,,,
41693,,,,,,GEO,2050,01,Earth Materials,A01,A,LEL,P,1,4,6,BA,,M,1200,1450,24,0,4,0,SET,522,,,
41693,,,,,,GEO,2050,01,Earth Materials,A01,A,LEL,P,1,4,6,BA,,TR,0900,1015,24,0,4,0,SET,522,,,
41611,,,,,,GEO,2990R,01,Career Seminar in Geology,A01,A,LEC,P,1,1,1,BA,,F,1200,1250,12,0,10,0,SET,527,,,
42711,,,,,,GEO,3000,01,Advanced Geologic Investigation of Colorado Plateau Basin and Range provinces through national parks,A01,A,LEL,P,1,3,5,BA,,F,1400,1450,24,0,10,0,SET,527,,,
42190,,,,,,GEO,3060,01,Environmental Geology,A01,A,LEC,P,1,3,3,BA,,MW,0800,0915,24,0,10,0,SET,522,,,
42927,,,,,,GEO,3180,01,Paleontology,A01,A,LEL,P,1,4,5,BA,,T,1630,1920,24,0,10,0,SET,522,,,
42927,,,,,,GEO,3180,01,Paleontology,A01,A,LEL,P,1,4,5,BA,,TR,1500,1615,24,0,10,0,SET,522,,,
42599,,,,,,GEO,3200,01,Mineralogy,A01,A,LEL,P,1,4,6,BA,,MW,1000,1115,24,0,10,0,SET,522,,,
42599,,,,,,GEO,3200,01,Mineralogy,A01,A,LEL,P,1,4,6,BA,,M,1500,1750,24,0,10,0,SET,522,,,
42191,,,,,,GEO,3920,01,Applied Geological Investigation of the Andes,A01,A,LEC,P,1,3,3,BA,,F,1300,1350,24,0,10,0,SET,526,,,
41510,,,,,,GEO,4800R,01,Independent Research,A01,A,INV,P,1,1,0,BA,,,,,5,0,0,0,,,,,
41685,,,,,,GEO,4800R,02,Independent Research,A01,A,INV,P,1,1,0,BA,,,,,5,0,2,0,,,,,
42531,,,,,,GEO,4890R,01,Geological Sciences Internship,A01,A,INT,P,1,1,0,BA,,,,,10,0,10,0,,,,,
40535,,,,,,GEOG,1000,40,Physical Geography (PS),O01,A,LEC,I,1,3,3,BA,,,,,40,0,10,0,ONLINE,,,,"ONLINE COURSE. You are expected to log into your online course(s) within the first three days of the term, or you may be withdrawn. To login, go to canvas.dixie.edu and follow the login instructions. After logging in, click on ‘Courses’ from the side menu to access your enrolled course(s). Follow instructions provided by your instructor on the course landing page or syllabus. For support and additional information, please visit online.dixie.edu. Online Delivery Fee: $30/credit.

"
41077,,,,,,GEOG,3600,01,Introduction to Geographic Information Systems,A01,A,LEC,P,1,3,3,BA,,TR,1630,1745,20,0,10,0,SET,408,,,
41078,,,,,,GEOG,3605,01,Introduction to Geographic Information Systems Laboratory,A01,A,LBC,P,1,1,3,BA,,F,1500,1750,20,0,10,0,SET,408,,,
42193,,,,,,GEOG,4140,01,Advanced GIS Analysis,A01,A,LEC,P,1,3,3,BA,,F,0900,1150,20,0,10,0,SET,408,,,
40572,,,,,,GEOG,4200,40,Geography of Utah,O01,A,LEC,I,1,3,3,BA,,,,,40,0,10,0,ONLINE,,,,"Uof U Extension interactive course. 

ONLINE COURSE. You are expected to log into your online course(s) within the first three days of the term, or you may be withdrawn. To login, go to canvas.dixie.edu and follow the login instructions. After logging in, click on ‘Courses’ from the side menu to access your enrolled course(s). Follow instructions provided by your instructor on the course landing page or syllabus. For support and additional information, please visit online.dixie.edu. Online Delivery Fee: $30/credit.
"
40120,,,,,,IT,1100,01,Introduction to Unix/Linux,A01,A,LEC,P,1,3,3,BA,,MW,1330,1445,24,0,15,0,SMITH,113,,,
40720,,,,,,IT,1100,02,Introduction to Unix/Linux,A01,A,LEC,P,1,3,3,BA,,MW,1500,1615,24,0,15,0,SMITH,113,,,
41935,,,,,,IT,1100,03,Introduction to Unix/Linux,A01,A,LEC,P,1,3,3,BA,,TR,1030,1145,24,0,15,0,SMITH,113,,,
41890,,,,,,IT,1100,40,Introduction to Unix/Linux,O01,A,LEC,I,1,3,3,BA,,,,,40,0,15,0,ONLINE,,,,"ONLINE COURSE. You are expected to log into your online course(s) within the first three days of the term, or you may be withdrawn.  To log in, go to canvas.utahtech.edu and follow the log in instructions.  After logging in, click on 'Courses' from the side menu to access your enrolled course(s).  Follow instructions provided by your instructor on the course landing page or syllabus.  For support and additional information, please visit online.utahtech.edu.  Online Delivery Fee: $30/credit."
40545,,,,,,IT,1200,01,A+ Computer Hardware/Windows OS,A01,A,LEC,P,1,3,3,BA,,TR,1200,1315,19,0,15,0,SMITH,107,,,
42606,,,,,,IT,1500,40A,Cloud Fundamentals,O01,A,LEC,I,6,1,1,BA,,,,,38,0,15,0,ONLINE,,,,"ONLINE COURSE. You are expected to log into your online course(s) within the first three days of the term, or you may be withdrawn.  To log in, go to canvas.utahtech.edu and follow the log in instructions.  After logging in, click on 'Courses' from the side menu to access your enrolled course(s).  Follow instructions provided by your instructor on the course landing page or syllabus.  For support and additional information, please visit online.utahtech.edu.  Online Delivery Fee: $30/credit."
42678,,,,,,IT,1500,41B,Cloud Fundamentals,O01,A,LEC,I,7,1,1,BA,,,,,39,0,20,0,ONLINE,,,,"ONLINE COURSE. You are expected to log into your online course(s) within the first three days of the term, or you may be withdrawn.  To log in, go to canvas.utahtech.edu and follow the log in instructions.  After logging in, click on 'Courses' from the side menu to access your enrolled course(s).  Follow instructions provided by your instructor on the course landing page or syllabus.  For support and additional information, please visit online.utahtech.edu.  Online Delivery Fee: $30/credit."
41550,,,,,,IT,2300,01,Database Design & Management,A01,A,LEC,P,1,3,3,BA,,MWF,1100,1150,24,0,15,0,SMITH,113,,,
42607,,,,,,IT,2300,40,Database Design & Management,O01,A,LEC,I,1,3,3,BA,,,,,40,0,15,0,ONLINE,,,,"ONLINE COURSE. You are expected to log into your online course(s) within the first three days of the term, or you may be withdrawn.  To log in, go to canvas.utahtech.edu and follow the log in instructions.  After logging in, click on 'Courses' from the side menu to access your enrolled course(s).  Follow instructions provided by your instructor on the course landing page or syllabus.  For support and additional information, please visit online.utahtech.edu.  Online Delivery Fee: $30/credit."
41197,,,,,,IT,2400,01,Intro to Networking,A01,A,LEC,P,1,3,3,BA,,TR,0900,1015,32,0,15,0,SMITH,107,,,
42679,,,,,,IT,2400,40,Intro to Networking,O01,A,LEC,I,1,3,3,BA,,,,,40,0,20,0,ONLINE,,,,"ONLINE COURSE. You are expected to log into your online course(s) within the first three days of the term, or you may be withdrawn.  To log in, go to canvas.utahtech.edu and follow the log in instructions.  After logging in, click on 'Courses' from the side menu to access your enrolled course(s).  Follow instructions provided by your instructor on the course landing page or syllabus.  For support and additional information, please visit online.utahtech.edu.  Online Delivery Fee: $30/credit."
41144,,,,,,IT,2500,01,Cloud Computing,A01,A,LEC,P,1,3,3,BA,,TR,0900,1015,31,0,15,0,SMITH,108,,,
41551,,,,,,IT,2700,01,Information Security,A01,A,LEC,P,1,3,3,BA,,MW,1500,1615,32,0,15,0,SMITH,107,,,
42694,,,,,,IT,2700,40,Information Security,O01,A,LEC,I,1,3,3,BA,,,,,40,0,20,0,ONLINE,,,,"ONLINE COURSE. You are expected to log into your online course(s) within the first three days of the term, or you may be withdrawn.  To log in, go to canvas.utahtech.edu and follow the log in instructions.  After logging in, click on 'Courses' from the side menu to access your enrolled course(s).  Follow instructions provided by your instructor on the course landing page or syllabus.  For support and additional information, please visit online.utahtech.edu.  Online Delivery Fee: $30/credit."
40117,,,,,,IT,3100,01,Systems Design and Administration,A01,A,LEC,P,1,3,3,BA,,TR,1030,1145,32,0,15,0,SMITH,107,,,
40678,,,,,,IT,3300,01,DevOps Virtualization,A01,A,LEC,P,1,3,3,BA,,MWF,1100,1150,32,0,15,0,SMITH,107,,,
42766,,,,,,IT,3700,40,CyberOps,O01,A,LEC,I,1,3,3,BA,,,,,40,0,20,0,ONLINE,,,,
41172,,,,,,IT,4060,01,Big Data Analytics,A01,A,LEC,P,1,3,3,BA,,TR,1330,1445,5,0,0,0,UHB,149,,,
42397,,,,,,IT,4070,01,Data Visualization and Storytelling,A01,A,LEC,P,1,3,3,BA,,TR,1030,1145,7,0,25,0,UHB,200,,,
40193,,,,,,IT,4200,01,DevOps Lifecycle Management,A01,A,LEC,P,1,3,3,BA,,TR,1330,1445,32,0,15,0,SMITH,108,,,
40679,,,,,,IT,4310,01,Database Administration,A01,A,LEC,P,1,3,3,BA,,MW,1330,1445,32,0,15,0,SMITH,107,,,
40680,,,,,,IT,4400,01,Network Design & Management,A01,A,LEC,P,1,3,3,BA,,TR,1500,1615,32,0,15,0,SMITH,107,,,
42801,,,,,,IT,4600,01,Senior Capstone,A01,A,LEC,P,1,3,3,BA,,MWF,0800,0850,10,0,0,0,SMITH,107,,,
42609,,,,,,IT,4990,02,Special Topics in Information Technology,A01,A,LEC,P,1,0.5,0,BA,3,MWF,1100,1150,32,0,15,0,SMITH,108,,,
42696,,,,,,IT,4990,03,Special Topics in Information Technology,A01,A,LEC,P,1,0.5,0,BA,3,MWF,0900,0950,20,0,10,0,SMITH,113,,,
42803,,,,,,IT,4991R,01,Competitive Cybersecurity,A01,A,LEC,P,1,2,2,BA,,T,1630,1810,32,0,20,0,SMITH,107,,,
41797,,,,,,IXD,1200,01,Foundations in Interaction Design,V01,A,LEC,V,1,3,3,BA,,TR,1030,1145,24,0,10,0,VIRT,,,,
42214,,,,,,IXD,1200,03,Foundations in Interaction Design,A01,A,LEC,P,1,3,3,BA,,TR,1330,1445,24,0,24,0,SMITH,114,,,
41798,,,,,,IXD,1300,02,Web for Designers,A01,A,LEC,P,1,3,3,BA,,MW,1330,1445,24,0,24,0,SMITH,114,,,
42092,,,,,,IXD,1300,41,Web for Designers,O01,A,LEC,I,1,3,3,BA,,,,,35,0,10,0,ONLINE,,,,"ONLINE COURSE. You are expected to log into your online course(s) within the first three days of the term, or you may be withdrawn.  To log in, go to canvas.utahtech.edu and follow the log in instructions.  After logging in, click on 'Courses' from the side menu to access your enrolled course(s).  Follow instructions provided by your instructor on the course landing page or syllabus.  For support and additional information, please visit online.utahtech.edu.  Online Delivery Fee: $30/credit."
